feature,age_pearson,abs_corr,modality
CD4_Naïve__APOBEC3C,0.33844252112009987,0.33844252112009987,RNA
CD4_Treg__ATRX,0.3383169796740926,0.3383169796740926,RNA
CD4_Naïve__SP140,0.33819848602041397,0.33819848602041397,RNA
CD8_CTL__ARHGEF18,-0.3377107314078735,0.3377107314078735,RNA
DC__ABLIM1,-0.33770640093991,0.33770640093991,RNA
NKT__DPY19L1,0.33762000780910734,0.33762000780910734,RNA
γδT2__PARD6G,0.33761299587566546,0.33761299587566546,RNA
cMono__TIMP1,0.337507292229388,0.337507292229388,RNA
CD4_Treg__ANKRD36,0.3373940742766262,0.3373940742766262,RNA
CD8_CTL__STX16,-0.3373351758116129,0.3373351758116129,RNA
CD4_Naïve__LSM14B,0.3371088590276545,0.3371088590276545,RNA
CD4_Naïve__NCOR1,0.3370958075565996,0.3370958075565996,RNA
pDC__ARHGEF2,0.33691448411714797,0.33691448411714797,RNA
CD4_Naïve__CCND3,-0.33689399885777566,0.33689399885777566,RNA
cMono__NOP53,-0.3368530696544632,0.3368530696544632,RNA
cMono__TMEM123,-0.33680394039736006,0.33680394039736006,RNA
DC__GPSM3,0.3367293586435807,0.3367293586435807,RNA
Swit.Bm__UCKL1,-0.33668106821705557,0.33668106821705557,RNA
cMono__CLK1,-0.33638120079978084,0.33638120079978084,RNA
CD4_Tcm__AMD1,-0.3361686895949094,0.3361686895949094,RNA
CD8_CTL__OXNAD1,-0.33596331272761926,0.33596331272761926,RNA
CD8_Tem__KIF5B,0.33592475595091154,0.33592475595091154,RNA
CD4_Helper__YBX3,-0.3357410733823127,0.3357410733823127,RNA
CD8_CTL__GZMA,0.3357280613746667,0.3357280613746667,RNA
Transit.NK__KRAS,0.3352975609232643,0.3352975609232643,RNA
Swit.Bm__CD48,-0.33501774115528615,0.33501774115528615,RNA
cMono__ARHGDIB,-0.33491738985495945,0.33491738985495945,RNA
CD4_Naïve__CHD4,0.33483405297866825,0.33483405297866825,RNA
CD4_Treg__LGALS3,0.33476486685796136,0.33476486685796136,RNA
cMono__AP1S2,-0.3346144187448746,0.3346144187448746,RNA
